,Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,
Firm 196,275.3672523,82.81256899,139.9042583,7.158890188,194.8758437,465.6287582,484.9586278,467.7581565,680.6843235,424.445886,583.5535133,470.6107888,112.8869301,829.6586863,614.2403304,1.09257674,1.064631675,0.116458513,0.719765392,1.510680226,0.090965296,0.0455906,0.622963224,0.079336778,0.034034135,0.563921951,1.550758537,0.43159258,0.4847824,0.551462482,0.942206284,1.103010191,0.906786243,0.157835148,0.672207627,0.062911716,0.186802781,0.51423293,0.419542498,0.527318111,1.086183414,1.876949822,0.763455545,1.578697133,1.000998428,
Firm 197,57.90189009,10.77337999,15.06892768,13.00505988,5.619482409,15.32094867,17.82862584,18.36182796,3.141272507,1.594088546,23.88989256,13.93148667,10.77418741,0.693724764,5.374984097,1.310814988,1.167383972,0.150250484,1.024064365,0.142480541,0.072697953,0.0688082,0.45841547,0.434570137,0.258777479,0.380508619,1.79543569,0.338605971,1.215112775,1.488731285,1.486924329,0.552630364,0.275334579,0.282757979,0.429985502,0.191404379,0.056275969,0.042034255,0.450919952,0.780028818,0.188144547,1.182887546,0.367700667,1.299736062,0.877025856,
Firm 198,251.9157075,6.722861797,207.7011789,28.14472551,340.2987856,989.8911217,1109.391322,113.4194057,1312.044419,655.9794246,68.53533888,597.2450412,975.516882,1141.962978,1030.862187,0.445675819,0.119361115,1.067837244,0.729106478,0.608849728,0.639395613,0.145689924,0.30341772,0.245952072,0.428529052,0.665790647,0.506961294,0.958501796,1.010456722,1.185419036,1.176966873,0.500390668,0.303025545,0.970105126,1.198484976,0.607366166,0.760985762,0.444879771,0.120834156,0.329821065,1.813428672,1.050567752,1.307651157,1.178243688,1.906496544,
Firm 199,-6.660151212,-48.46198877,6.344825783,880.1494731,244.5331909,44.58166279,52.21700897,230.359489,1052.631678,960.335483,0,0,53.54539179,3.934928327,477.5645099,0,0,1.482041671,0.99140274,1.334681748,0,0,0.055843721,0.048649551,0.033056195,0,0,1.632456151,1.055785835,0.654216722,0.795515167,12.41677235,0.103918292,0.143789198,0.316434364,-34.07741078,-2.355837617,0.06079405,0.087385447,0.03547029,2.702874646,2.724141845,0.045756844,1.443434662,0.94469,
Firm 200,1497.365997,2099.647242,109.1303355,0,0,1729.763571,4858.744498,5880.223403,0,0,1490.755576,1767.27341,273.4791978,0,0,1.214480451,0.796696381,0.573090347,0,0,0.631592273,0.355361343,0.091510919,0,0,2.099227801,1.727745541,0.036596272,0,0,0.838510532,1.100727799,0.213911997,0,0,0.117064659,0.032795593,0.202781213,0,0,0.122945235,0.216956627,1.102810327,0,0,
Firm 201,158.6889758,50.77106176,0,0,0,288.51913,6.713489306,0,0,0,99.19622743,15.83867519,0,0,0,1.265990366,-0.019979098,0,0,0,1.077633106,8.214652279,0,0,0,0.135017032,9.401141567,0,0,0,0.510749208,1.024780005,0,0,0,0.258710198,1.151854038,0,0,0,0.616100451,0.115754186,0,0,0,
Firm 202,60.26750149,145.3118572,238.4728189,29.75893155,17.02581633,-19.62948107,11.53180238,24.99565775,103.3462611,205.8854337,4.535713073,6.014086529,115.8599267,208.4365804,13.23479209,0.927881388,1.632597227,1.261102245,0.231047021,0.371512547,0.658635954,0.44699295,0.442147776,0.688515962,0.092986832,0.088276008,1.269234579,1.637829224,1.052944961,1.529414245,0.891002166,1.47321621,0.39506521,0.169881815,0.091018958,0.560617898,0.223863335,0.04168222,0.599088382,0.7166656,1.674092601,0.94206592,0.701052461,1.009718618,1.609791821,
Firm 203,21.09008999,24.85144027,57.89183332,7.530025742,0.358256104,-167.8158237,-46.78237377,5.840183916,15.32413671,1.788945796,-9.199148346,-0.626098763,6.143271352,1.045159085,9.446693643,0.632409069,0.308438528,1.406903875,0.68918201,2.453294733,0.609116151,0.043490931,0.481895456,0.166972394,1.516639647,1.084126334,1.353437795,0.637796116,1.237665744,3.654313445,0.877567672,0.827442215,0.851285226,0.212883877,0.024600287,0.499804986,0.621822223,0.472092257,0.160191703,0.542025858,0.981741574,2.069514622,0.672073084,1.267446348,1.466334831,
Firm 204,9.176439008,113.8985019,28.75942007,39.88719417,72.00553878,72.19159354,172.4418076,209.8285666,360.619128,150.9238316,7.214107248,1.491951268,186.0121143,232.8133901,11.17836355,0.520560143,1.581242851,1.472003844,0.781340543,2.295752025,0.288835774,0.413404724,0.70824793,0.342785807,-1.827929985,1.82359894,2.591892008,0.044995469,1.507363247,0.188694121,1.011943921,0.500998347,0.829939509,0.500154472,0.282298266,0.936704953,0.119779345,0.169422592,0.502789254,0.355903322,0.531708333,0.972072302,0.522158128,1.44347293,0.582803298,
Firm 205,0,183.4250528,35.24081728,328.8207581,97.21336743,0,743.1530698,365.0280377,775.0860833,446.0427658,0,6.239879716,-13.59912198,-7.796859552,-71.51818968,0,0.064782884,-0.290443326,0.639423759,0.834030187,0,0.001309736,0.932939511,-0.985353328,-0.212672899,0,0.379036318,0.599278741,0.179701561,1.705460249,0,1.093669137,0.141669676,0.424535965,1.599822427,0,0.414309897,0.305200024,0.171305872,0.35271351,0,1.527491877,0.714301438,2.05392957,0.745456884,
Firm 206,40.11518509,93.98266521,142.4009909,45.66514301,104.6805587,144.5537765,25.88207004,205.6089298,34.22962708,521.1713547,7.186134529,105.3054918,12.11908649,75.79048503,70.44772649,0.185389653,0.520822896,0.456696066,0.223834815,1.168932829,0.378788889,0.402227455,0.375308912,0.506532118,0.335860195,0.764234087,0.982170055,1.387728355,0.904434626,0.611406203,0.594447296,0.649020603,0.036352535,0.916651931,1.029259679,0.017908875,0.365327579,0.096509951,0.102679182,0.410850258,0.537929636,2.189154304,0.196627831,1.10309611,0.308826946,
Firm 207,2.98875421,9.592641145,3.000065407,5.14665809,3.243515053,0.281956849,4.588240769,3.745898675,5.704764478,3.015342172,8.201456952,3.077885496,5.950442114,0.695054618,1.448710918,0.184847232,0.338047366,0.130728861,0.306933568,0.028726449,0.634438089,0.168930366,0.087633227,0.470946892,0.440686092,0.399761613,0.699298739,0.95591832,0.507665968,1.152180017,0.043704454,0.262221967,0.073086684,0.212452502,0.550787771,0.321747139,0.707029681,0.270367915,0.110380798,0.410307462,0.104211792,0.595022837,0.395028555,0.52382493,0.907985088,
Firm 208,0.019718738,0.199066392,0.066424275,0.028724033,0.001343614,0.728277151,0.056141407,0.805093709,1.262651977,2.314647751,0.353025215,0.236405365,0.210885279,0.518063603,0.320523406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 209,16.39064193,30.64137448,26.86223486,2.230532569,-8.717744644,345.5784362,107.8075096,124.5265087,123.9197548,81.76789266,105.4488788,75.40577097,41.40910423,59.14110129,36.55154153,0.06056713,0.719939032,3.63933926,0.139426456,-0.586405467,0.788100456,0.414161437,-2.76763551,1.002618911,0.478426403,0.393760572,0.652534445,0.112316334,2.437706448,-0.022669136,0.185453282,0.959796383,1.890148713,1.514002913,-1.030924092,0.355868829,0.229453214,1.740457974,0.801917592,0.379307739,0.01405688,0.275082222,0.033887241,0.564985433,-0.210942812,
Firm 210,437.0905368,15.46121755,86.49888006,652.9453094,1024.038151,270.2586161,1903.007531,354.9295992,850.5645262,2159.644934,64.0575512,733.490518,1230.051918,119.5418232,190.4533984,0.670725664,0.334939077,1.136275886,0.38664442,1.371197232,0.569312234,0.739417678,0.500429143,0.126769292,0.524357918,0.536818426,1.206393345,0.707527866,0.13269736,0.83056377,0.807397364,1.289565928,0.512672033,0.399213714,0.944852313,0.666233982,0.357614154,0.384633292,0.157922454,0.216404142,1.607224285,1.548505044,1.759389405,0.282968421,0.975300918,
Firm 211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 212,9.590127174,19.25892524,5.545749075,-1.96337347,0,71.29960026,54.54901873,55.12443344,11.97587215,0,23.59407499,-0.408831365,0.219230776,0.285774185,0,0.762477841,2.364425387,0,0,0,0.165815178,-0.386988518,0,0,0,1.544194433,0.941293168,0,0,0,0.458608749,0.8475883,0.177905718,-0.231044579,0,0.350173139,0.190313132,0.205706876,0.464473149,0,1.275614446,1.189094058,0.342820111,-0.622118029,0,
Firm 213,38.53415519,39.97576362,36.67063879,71.78114576,67.28165383,62.80564487,190.2143206,68.4800182,116.4276078,37.9619915,131.6698248,152.1162591,88.0949645,15.08922432,194.6763317,0.029229355,0.062375513,0.197889549,0.1747715,0.105702573,0.216255646,0.066593069,0.628372156,0.546248894,0.077730735,1.614468831,1.608723303,1.367746814,0.682333192,0.079626074,1.045955674,0.02727862,0.39477209,1.23527366,0.261561812,0.212627966,0.042686563,0.471531403,0.437446663,0.241467362,1.686704865,0.351992876,1.581236416,0.600910879,1.568738424,
Firm 214,0,198.5047011,20.75551038,179.1366827,215.3213504,0,765.4213382,62.3516264,817.9597419,34.65868032,0,-15.60344279,-8.740163333,-9.641504974,9.343717063,0,-0.295883621,-0.084361286,-0.118587486,2.858252155,0,1.822899711,0.620047355,2.323318131,0.075325424,0,0.505039179,1.757334493,0.760507231,1.570326171,0,0.973880687,0.35774633,0.454745946,4.199846229,0,0.279548084,0.160109714,0.204512081,0.336821335,0,1.329344227,1.061447088,0.296186154,3.544979038,
Firm 215,319.4105913,298.2084762,283.7821568,201.3148135,71.13888577,696.2513411,698.2541041,200.7115617,465.8928126,1034.430491,20.12866254,146.8942059,226.7369931,222.2723787,139.4598926,0.627166671,0.688317369,0.645872864,0.200784794,0.343700537,0.643392654,0.442273096,0.549467668,0.951351077,0.139757128,1.075378522,0.198040885,1.034186534,0.581399902,1.437462254,0.08465074,0.071090063,0.058753206,0.118855886,1.453490977,0.285678969,0.755614251,0.175206219,0.768352319,0.929788046,0.159537614,0.277506778,1.14677521,0.195773511,0.175272608,
Firm 216,5619.611745,4134.248614,6844.014131,0,0,3687.975539,16074.41913,19292.06652,0,0,11351.60902,6777.239146,2403.554091,0,0,0.428988497,0.26696682,0.368778589,0,0,0.744094395,0.073726518,0.248971275,0,0,0.325722979,0.524980548,1.311461977,0,0,0.001224657,0.617640241,0.881657097,0,0,0.033642849,0.28221652,0.161201012,0,0,0.479061487,0.321968186,1.728907211,0,0,
Firm 217,0.007528912,-0.041656691,5.13147197,2.238665756,0.011957119,1.046651194,1.907365543,2.272368066,0.723874333,9.606143587,0.554270545,0.652058361,4.012271027,1.854981163,9.707144343,0,0,0.677353749,0,0,0,0,0.03849738,0,0,0,0,0.836403565,0,0,0,0,0.22493843,0,0,0,0,0.152230934,0,0,0,0,0.215049935,0,0,
Firm 218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 221,26.3582769,0.820809865,23.39005945,7.665115691,1.843099179,0.825519302,1.099791259,0.004166718,0.573166575,3.937821781,3.009514979,2.265659896,4.325510211,0.056585141,4.782006917,0.795707338,1.096894168,0.127594206,0.309830514,0.221582008,0.008658335,0.323080038,0.032361634,0.18722766,0.309498736,0.726351571,0.851463596,0.354929955,0.72998011,0.650096383,0.479554732,0.292011799,0.371501921,0.579833632,0.603409165,0.369510921,0.133857185,0.291356769,0.126782775,0.068657659,1.352190612,0.139532716,1.030294887,1.020620254,0.638993416,
Firm 222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 223,3.129059156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 224,16.71334137,71.74431107,36.83850084,6.580631934,0,-10.96852663,39.23227417,23.47198736,19.74712567,0,-1.097876515,10.95800194,6.678761253,0.4648377,0,1.10926882,0.164770784,1.207666987,3.10004107,0,1.104461168,0.063817242,0.016081096,-0.013430799,0,0.162066357,0.426077681,2.107590251,3.26681556,0,0.095899138,2.170079967,1.507664007,0.417111053,0,0.013198509,0.175282986,0.006946997,-0.007557421,0,0.044392918,0.451123637,2.835988832,0.03581908,0,
Firm 225,559.51572,871.339497,769.0550093,890.3754839,615.0424138,647.5634058,38.79608196,1580.283934,31.98812063,29.90856273,430.8588216,702.0134222,788.9642514,1285.568136,269.7547723,0.648915816,0.937366957,1.007578421,0.077699207,0.516887198,0.334448709,0.145589144,0.208195172,1.097256332,0.109767906,0.790774987,0.998861299,0.318185087,0.015080105,1.148160205,0.62804008,0.940196934,1.350908692,1.097269749,1.02978909,0.439970371,0.348244551,0.153211237,0.216850374,0.166120791,1.686932739,0.728656225,0.069734576,1.281783085,1.150540588,
Firm 226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 227,6.907267203,14.70264988,125.9543256,142.2071166,252.957034,171.6168585,116.1130941,318.3726513,350.7466223,344.7068872,59.61181185,96.7467088,194.114469,16.72586344,15.99018968,0.372959203,0.49625018,0.52429373,0.849667943,1.149855887,0.660748869,0.687450635,0.593033455,0.25910841,0.458683102,0.70458815,2.028833306,0.876389044,0.156548624,2.552758451,0.628730918,0.653792744,0.912279743,0.157556665,0.821553942,0.536765388,0.199967784,0.644915848,0.413790085,0.808772774,0.257266,1.336622311,1.163004953,1.288676069,1.931887671,
Firm 228,0,-2.52208E-05,0.338289095,-1.325281964,16.90583329,0.053374681,0.008063742,46.49259604,18.76852273,27.164703,0.235632689,0.144382226,88.2491189,20.43301872,38.047108,0,0,0,0,4.758018548,0,0,0,0,989.7802439,0,0,0,0,1642.92728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 229,47.79145588,147.5897898,60.31100239,51.76988907,77.77503996,3.795247048,43.28811706,64.1065522,89.57943935,88.77991425,15.24700954,27.69625997,58.72504377,232.9481923,236.871706,0.15494856,1.142961208,0.445566227,0.8763779,0.819552901,1.038151805,0.508592243,0.405337132,0.367271816,0.628695253,2.844753587,0.714073774,1.651647773,0.413986,0.975005853,1.008022797,0.858680313,0.293194775,0.367726176,0.381427036,0.188498784,0.349568167,0.342699649,0.112447179,0.077100306,2.242956205,0.148399011,1.877026318,0.811016785,1.270844314,
Firm 230,86.57739583,216.794537,478.9665339,244.9904015,452.1523928,187.1955648,65.2937337,121.9281708,760.6014478,666.8762475,157.5803501,34.6881487,491.331194,159.3543314,302.8682427,0.148228267,1.778818282,0.683793553,0.496658832,0.200187512,0.719964319,0.654401783,0.186124636,0.526594177,0.16440421,1.304987777,0.911941694,1.196648042,1.197532281,1.314471043,1.050214619,0.879109867,1.321430294,0.69786616,0.724459163,0.523858113,0.285923985,0.264113356,0.226761355,0.005862155,0.054544084,0.954821466,1.830642873,0.070236479,0.699477114,
Firm 231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 233,21.1891842,36.53912173,33.01955678,25.85861508,69.65642146,5.392532119,35.30918458,42.96322617,61.99568841,65.02440359,27.62333822,45.78979481,34.82159408,44.69136927,36.91624161,0.294181232,0.664373553,0.447223156,0.092161667,0.310688969,0.679147689,0.503066131,0.894183231,0.267852449,0.471625647,1.356873071,0.853217404,0.325330202,0.298236138,1.440943295,0.609642426,0.448407722,0.536490019,0.236674139,0.744926814,0.488419956,0.095626009,0.118973028,0.067035308,0.393960775,1.345027783,0.352049692,1.255259275,0.482149989,1.403873322,
Firm 234,1210.95375,2521.34497,3031.649051,1248.740155,1231.550938,264.6247177,491.7290975,322.8796257,341.4703286,107.5996136,97.82785956,134.4135998,638.2081613,28.12980805,327.1658954,0.283850693,0.947691632,1.171820757,0.53206507,0.124119597,0.056529119,0.339236288,0.451728646,0.415968464,0.496662823,0.394129887,0.00903725,0.155448544,0.401129768,0.006348025,0.501781988,0.579196557,0.731226452,0.515095063,0.028825725,0.324399453,0.434771027,0.10511096,0.037389227,0.350770671,0.095618442,0.124332858,1.494160905,0.338395527,1.67197458,
Firm 235,1.792368848,0,0,0,0,1.35145746,0,0,0,0,0,0,0,0,0,0.42552603,0,0,0,0,0.036513688,0,0,0,0,2.491191033,0,0,0,0,1.097256626,0,0,0,0,0,0,0,0,0,0.221739152,0,0,0,0,
Firm 236,84.30623298,150.0250856,350.655615,0,0,69.94324626,1070.084981,402.4711997,0,0,800.4931142,601.7555296,173.1968776,0,0,0.20499903,1.288449438,0.507741899,0,0,0.115912927,0.307834385,0.319232934,0,0,0.037180215,1.343956958,0.050192042,0,0,0.18641601,1.005418302,0.940699012,0,0,0.503317874,0.469617154,0.481480871,0,0,1.390482727,0.646489788,0.334496154,0,0,
Firm 237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 238,123.2224435,114.2719983,124.4239949,36.0848431,215.4434343,790.961911,723.2425001,72.74484792,429.6631016,768.0036163,582.6302211,300.93298,320.0482557,495.0536607,420.6291545,0.106894343,0.486372473,0.51356684,0.233420739,0.013035459,0.549536881,0.717596727,0.750685287,0.311829107,0.112317501,0.262676775,1.260170058,0.566626168,0.024707311,0.986035576,0.027067752,0.23730369,0.2506368,0.384990041,0.629603806,0.234971639,0.071290803,0.972360953,0.476874263,0.797545556,0.640651237,1.349680939,0.211317442,0.6474279,1.736298002,
Firm 239,199.2423504,64.86178822,25.87727928,202.3875744,108.510293,994.3599782,174.5995481,97.89512816,473.1353453,148.3186145,572.442928,705.0254016,220.566666,221.7873993,197.6076137,1.373081591,0.649580753,0.756267396,0.911327696,0.697023695,0.2347272,0.850543705,0.626704915,0.548715202,1.41877881,1.551004428,0.610894111,2.169273864,0.968072795,2.326521929,1.858919512,0.872562438,1.049231484,1.07671014,1.669246657,0.37666527,0.200594414,0.394630601,0.649329106,0.255432016,0.855030514,0.987208354,1.99513537,1.293141201,2.456387829,
Firm 240,0,0,0,0,0,-27.50057651,-9.848178414,-28.26318629,-10.61275584,0,-47.23498639,-17.9633972,-14.84657552,-15.40751166,0,0,0,0,0,0,0.147427581,0.023884435,0.42870907,0.043676109,0,0.157192979,0.082564925,0.078948645,0.548729901,0,0,0,0,0,0,0.040754779,0.122285323,0.556900941,0.582514156,0,0.33743424,0.055228133,0.450933376,0.371908639,0,
Firm 241,24.94489033,221.7518075,135.7467227,14.64732929,87.64337702,51.95103758,219.3192389,275.6600137,249.5299288,253.4207497,131.2719007,213.8809279,346.3510991,254.1110166,390.4876674,0.557966061,0.254504809,0.834069103,0.779113499,0.228086053,0.250491329,0.380281195,0.605717157,0.806747321,0.692060619,0.199109462,1.470004212,1.637594875,1.159983375,2.438287844,1.269182891,0.833337277,0.116649878,0.992430741,0.081344571,0.512366857,0.406514327,0.269596367,0.209083706,0.32983087,0.330325762,1.215418799,0.528931673,0.731228041,1.549084189,
Firm 242,70.57894153,73.36850135,65.54796688,25.1192046,28.92641474,109.3110011,78.67638874,120.2927193,177.1602406,112.0498436,20.89179577,-10.57186128,4.604188307,-8.93976423,12.16566085,0.289250183,0.000356961,0.137092726,0.015506189,1.280560894,0.629179274,0.30911934,2.379797155,0.150378821,0.343804895,1.315119385,1.127657367,0.882125472,0.051855083,1.505369363,0.407559014,0.257388869,0.118978388,0.329846491,0.988894607,0.612609501,0.157002925,0.279441298,0.117500694,0.07403716,0.780551075,0.504476269,0.739841248,0.234921746,0.087662426,
Firm 243,333.6188608,164.1243611,46.8855479,319.0041361,367.0758062,194.777988,489.3578916,78.39278075,1194.684061,319.7080965,357.4618756,749.257379,613.6031853,614.6380097,346.0667937,0.23891709,1.227214918,0.883788067,0.811571538,0.607787778,0.454008204,0.116236476,0.475563245,0.154889895,0.637938645,1.759441857,1.265195829,1.25587074,1.166404009,0.52106789,1.261398961,0.488864829,0.1685813,0.388346626,1.062381151,0.41555251,0.030712654,0.49405644,0.335788663,0.092761634,2.343711677,0.289391515,1.104885108,0.141300396,1.436354045,
Firm 244,68.12245943,40.75353458,20.85742113,49.48878484,63.04778733,25.41814818,14.51263235,4.557229607,30.28561292,7.164836711,27.17010536,22.41538252,3.555285558,19.22468166,18.87226005,0.667542394,0.03351954,0.344533539,1.022046687,0.486201743,0.129304018,0.114168251,0.27041417,0.390636307,0.073705977,1.635983636,0.672399154,1.444413727,0.933742348,0.127702568,0.604112206,0.451576654,0.738961249,0.038501533,0.089054789,0.198424221,0.205237203,0.50221614,0.235281174,0.17359582,0.826699313,1.152756016,1.36283111,1.872851757,1.124292995,
Firm 245,83.34772724,78.83600432,95.94321905,72.74068747,109.7481751,116.5586302,541.3051218,121.350918,304.0125598,127.3806098,180.5055402,72.09418423,6.781757059,1.281529193,183.3737828,0.180973532,1.223684739,0.924774951,0.140445574,0.345588224,0.332754564,0.084412572,0.281869098,0.191146811,0.160112358,0.59249652,0.304238836,1.041919335,1.092992898,1.051103463,0.502769109,0.715777779,0.304409119,0.064882881,0.800068566,0.080473099,0.185648919,0.286279909,0.186410439,0.09980297,1.004727382,0.43026101,1.356583235,1.290627785,0.36734516,
Firm 246,-5.537494195,8.85812764,21.44338193,3.288494643,3.419373453,41.20848522,34.06631656,29.99128487,57.58748289,25.59433682,28.73481381,13.22646356,51.84016882,4.544900251,20.80666314,-0.063236411,0.021454128,1.162925914,0.820437189,0.055744032,-0.321368214,0.410400605,0.383636602,0.167723844,0.12482172,-0.556574689,1.520641974,0.629732247,1.185658861,0.684874085,-0.084871556,0.386885886,0.553653963,0.27706589,0.294936591,-0.118147937,0.530901947,0.250146625,0.540839413,0.340958266,-0.184666958,0.055722132,0.084745879,1.598520278,0.484897955,
Firm 247,8.633651324,3.483035054,1.459435292,-0.854935336,1.70117214,40.50336357,25.94285246,9.345188756,2.777759361,6.655085586,17.90032729,29.18700081,3.058439515,7.792008038,21.39234923,0.024217978,0.074422007,0.008677462,-0.024024071,0.015786522,0.072285885,0.101301499,0.458623242,0.44582276,0.263850975,0.791150575,0.091701103,0.281599781,0.329723425,0.00145717,0.214908837,0.108112607,0.036374142,-0.016312431,0.016026526,0.108136828,0.214566977,0.439227466,0.152938712,0.49102113,0.235978082,0.509784649,0.020225924,0.275844754,0.728247,
Firm 248,-1.273827311,0,0,0,0,15.0833189,0,0,0,0,23.66858234,0,0,0,0,78.89794116,0,0,0,0,-4.684953726,0,0,0,0,58.00193108,0,0,0,0,60.29679989,0,0,0,0,-3.38353772,0,0,0,0,44.31122822,0,0,0,0,
Firm 249,0,223.1172353,119.048672,196.4720418,228.5875307,0,29.38977478,0.493284336,58.34353735,157.2902456,0,79.11075497,103.6581526,181.6635366,42.34328693,0,0.315256149,1.226045088,0.412926115,0.121446537,0,0.462020746,0.633554883,0.454912008,0.081272296,0,2.211563603,1.979664196,0.76040042,1.725584604,0,2.643622993,0.550580478,1.156358607,0.720062358,0,0.045598641,0.474608544,0.408713549,0.425330085,0,1.228811236,1.184604206,0.53737406,0.50697295,
Firm 250,0,0,0,0,0,0.046051087,1.7528771,0.208486685,0.802486907,0.728576476,1.425147055,0.682776598,1.516942511,0.24616057,0.974730082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 251,61.59572633,234.5792633,169.7735515,28.01279194,1.51363067,4.16461592,139.6097754,150.2252106,14.14502244,47.89427279,-26.88875348,-19.11854488,13.30376071,10.56911791,20.90886616,0.555993672,1.844563343,1.449003769,0.084545241,-7.41239025,0.02286111,0.282168964,0.492574774,0.170578657,-0.158055122,1.196965475,1.531821629,0.5917884,1.545605892,-11.12437416,0.754522993,0.74183002,0.99992156,0.365410616,-1.489376029,0.128004777,0.106406828,0.015021885,0.233876433,-1.014489529,0.131825047,2.324192835,0.214521937,0.797887937,-5.515319271,
Firm 252,8.040303964,11.01011961,0,0,0,3.46069578,5.708651828,0,0,0,2.376958632,4.805826813,0,0,0,0.654631145,0.952437531,0,0,0,0.386610498,0.560623731,0,0,0,1.411090437,1.110388829,0,0,0,0.721124271,1.111263237,0,0,0,0.260994225,0.119766771,0,0,0,0.260569481,0.671564041,0,0,0,
Firm 253,47.2519716,204.6155353,87.04359302,2.792779503,106.8175415,162.0988893,87.1922613,138.5734233,299.0339174,408.1929966,17.78034816,49.53556762,95.27332942,75.62099607,147.8387339,0.071127119,1.1311794,0.578482786,0.958128403,0.141758678,0.168241322,0.312688289,0.639561555,0.329513889,0.086160587,0.694194478,1.663416962,0.944409388,0.132666017,0.163728703,0.0120213,1.242077883,0.48447252,0.081359641,0.906572393,0.193815735,0.425752587,0.391175334,0.543823456,0.383504192,0.120935281,2.251147684,1.474188825,0.918542802,1.506846374,
Firm 254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 255,0.735903669,8.186024595,2.040707507,3.957352107,2.231367786,1.784459848,15.5739561,11.92931905,22.02439465,11.79314233,9.756515487,4.101299698,2.571592306,14.33246133,26.36182962,0.666635663,0.444536426,0.256134288,0.149548379,0.458732381,1.314583419,0.596873377,0.353274725,1.019422146,0.396463856,0.952478886,1.329684582,1.260690961,0.289994323,0.498570491,0.468297792,0.228267393,0.22285126,0.01213434,0.43640352,0.53907653,0.487187297,0.360721768,0.187569599,0.329592112,0.765318358,0.944024392,0.774601313,1.130611318,1.520416678,
